0;172705;108.875000;964.148987;3.865000;0
1;31409;107.315002;942.931030;2.242000;0
2;200110;101.584000;877.786011;9.865000;0
3;32430;66.825996;826.698975;3.149000;0
4;30644;496.278015;902.333984;90.222000;0
5;59689;73.773003;806.265991;1.918000;0
6;286095;455.787994;854.859985;56.715000;0
7;12167;431.334991;830.208984;32.462002;0
8;180463;67.124001;800.070984;2.923000;0
9;48290;445.733002;843.538025;47.926998;0
10;235046;472.320007;869.304993;75.334999;0
11;21460;114.974998;793.896973;3.445000;0
12;262737;79.518997;795.260010;4.974000;0
13;158585;81.896004;786.901978;3.168000;0
14;986;422.075012;811.098022;33.053001;0
15;12157;73.978996;777.966003;2.229000;0
16;115415;407.283997;793.403992;21.164000;0
17;274502;60.207001;770.591003;1.991000;0
18;164469;418.276001;800.731995;35.820000;0
19;299333;52.620998;765.979980;1.844000;0
20;167454;53.262001;765.392029;1.594000;0
21;294090;67.179001;764.793030;1.527000;0
22;224254;41.403999;764.737000;1.717000;0
23;25792;104.470001;782.940002;22.589001;0
24;105810;70.448997;763.385010;3.102000;0
25;125473;451.653015;831.296021;72.009003;0
26;192568;590.012024;969.297974;210.725998;0
27;290146;458.187988;835.192993;81.182999;0
28;245861;466.726013;843.442993;90.010002;0
29;41318;496.106995;871.885986;120.329002;0
30;75007;474.419006;850.015991;98.821999;0
31;297439;398.618988;773.536987;23.700001;0
32;132093;142.447998;759.916016;12.698000;0
33;169512;111.817001;748.312988;3.651000;0
34;142350;435.843994;806.706970;64.982002;0
35;39164;60.368999;739.393982;2.439000;0
36;209123;72.141998;739.140991;2.205000;0
37;172652;470.161011;834.078979;106.244003;0
38;181963;47.952000;728.742004;2.651000;0
39;18605;71.670998;729.921021;4.004000;0
40;74144;458.804993;820.390991;97.219002;0
41;110567;434.691986;795.599976;73.783997;0
42;127819;453.041992;813.645020;92.439003;0
43;113502;78.970001;723.513000;3.010000;0
44;233969;66.190002;723.768005;3.794000;0
45;226944;51.935001;722.146973;2.379000;0
46;73697;65.227997;723.130005;3.826000;0
47;147623;418.019012;776.952026;59.084999;0
48;165538;450.187012;808.963013;91.411003;0
49;95796;116.053001;728.731995;11.419000;0
